Date,Open,Close,Volume
11-09-2017,204.550003,203.649994,3836039
12-09-2017,204.800003,202.899994,4791867
13-09-2017,203.100006,202.300003,4429845
14-09-2017,203,201.600006,3633745
15-09-2017,204,207.350006,14733090
18-09-2017,209.100006,209.850006,6602176
19-09-2017,209.899994,209,4614393
20-09-2017,209.25,207.550003,3264310
21-09-2017,207.550003,211.149994,8048872
22-09-2017,209.5,202.5,9692752
25-09-2017,202.350006,192.699997,13918060
26-09-2017,191,196.350006,8377241
27-09-2017,197.699997,188.100006,8131771
28-09-2017,188,190.350006,7890551
29-09-2017,192.25,195.100006,6339353
03-10-2017,197.800003,194.350006,4280605
04-10-2017,194.550003,194.649994,3572480
05-10-2017,194.949997,193.399994,4229646
06-10-2017,194.699997,197.449997,8941249
09-10-2017,197.300003,197.050003,2975380
10-10-2017,197.25,202.75,6023220
11-10-2017,203.899994,199.649994,6294804
12-10-2017,200,203.100006,3970677
13-10-2017,203.199997,204.600006,5515114
16-10-2017,205,203.75,2634564
17-10-2017,204.100006,205.899994,4915329
18-10-2017,205.850006,207.449997,3360354
19-10-2017,207,204.949997,935335
23-10-2017,205,209.600006,4577181
24-10-2017,210,211.5,5732266
25-10-2017,213,195.199997,15065258
26-10-2017,196.5,196.199997,14030330
27-10-2017,202.399994,198.5,4930524
30-10-2017,199.949997,201.050003,4375434
31-10-2017,201.399994,201.149994,3380259
01-11-2017,202.5,200.800003,2727570
02-11-2017,201,198.649994,2760788
03-11-2017,199.149994,198.649994,2744575
06-11-2017,198.800003,195.399994,3076858
07-11-2017,195.25,192.399994,5730389
08-11-2017,193,190.800003,3226852
09-11-2017,191.899994,188.399994,5554941
10-11-2017,187.550003,187.350006,3218619
13-11-2017,188.800003,181.850006,3572150
14-11-2017,180.300003,184.649994,5152655
15-11-2017,182.600006,183.050003,3180332
16-11-2017,183.449997,186.550003,4097819
17-11-2017,191,190.149994,3400038
20-11-2017,190.5,187.949997,1696871
21-11-2017,183.899994,178.5,89036196
22-11-2017,179,178.300003,4588327
23-11-2017,178.5,180.25,8659696
24-11-2017,180.399994,177.850006,4104438
27-11-2017,177.100006,178.699997,2199934
28-11-2017,179,178.850006,4659444
29-11-2017,179.100006,175.600006,3834047
30-11-2017,175.100006,172.600006,15979398
01-12-2017,173.800003,167.600006,6461916
04-12-2017,168.600006,164.550003,4609540
05-12-2017,164,170.800003,8777702
06-12-2017,170.800003,167.949997,6491292
07-12-2017,168.350006,172.300003,4707016
08-12-2017,173.699997,171.699997,3290508
11-12-2017,172,171.399994,2262736
12-12-2017,171.399994,166.050003,3290862
13-12-2017,165.100006,163.449997,4669689
14-12-2017,164.800003,163.600006,4683141
15-12-2017,167,167.949997,5519419
18-12-2017,167,170.800003,7501684
19-12-2017,172.399994,177.399994,16092929
20-12-2017,178,178.649994,5550688
21-12-2017,178.899994,180.600006,5733567
22-12-2017,181,178.75,4641562
26-12-2017,178.949997,179.449997,1856233
27-12-2017,179.399994,176.75,2550638
28-12-2017,176.75,173.449997,5734158
29-12-2017,173.399994,174,3640753
01-01-2018,174,172.899994,2468910
02-01-2018,173.199997,170.75,3173150
03-01-2018,171.199997,170.050003,3621694
04-01-2018,170.949997,172.399994,4408258
05-01-2018,173.199997,175.149994,4094056
08-01-2018,177,183.800003,8704092
09-01-2018,185.199997,183.050003,5977546
10-01-2018,182.949997,181.300003,5408651
11-01-2018,181,181.699997,3296123
12-01-2018,182.699997,180.800003,3267189
15-01-2018,181.899994,178.899994,3700373
16-01-2018,179.699997,173.800003,4574298
17-01-2018,172.25,173.649994,3828321
18-01-2018,175,171.100006,9428507
19-01-2018,172,172.25,2484342
22-01-2018,172.899994,178.300003,6348380
23-01-2018,178.550003,179.649994,7156394
24-01-2018,179.699997,179,4669393
25-01-2018,180.100006,176.649994,13723122
29-01-2018,179.449997,177.949997,4998175
30-01-2018,176.25,176.050003,3534528
31-01-2018,175,172.600006,5245741
01-02-2018,173.149994,171.050003,4187437
02-02-2018,169.600006,157.699997,9112430
05-02-2018,151.550003,158.399994,9835428
06-02-2018,149,159.350006,11701257
07-02-2018,162.5,157.300003,5244194
08-02-2018,159,163.199997,6601230
09-02-2018,159.050003,163.5,4285346
12-02-2018,166.899994,166.449997,4441247
14-02-2018,167,169.800003,4457219
15-02-2018,171,166.100006,5007231
16-02-2018,167.5,160.550003,4903134
19-02-2018,161.949997,159.149994,5437998
20-02-2018,159.5,158.550003,3052139
21-02-2018,159.699997,158.100006,2690900
22-02-2018,156.649994,158.699997,8390779
23-02-2018,159.449997,162.199997,2591635
26-02-2018,163.899994,168.149994,3246682
27-02-2018,168.800003,165.600006,3133841
28-02-2018,163.75,162.300003,2860386
01-03-2018,161.550003,162.5,1753008
05-03-2018,163,161.149994,4460475
06-03-2018,162.25,159.699997,2964624
07-03-2018,159.050003,157.800003,5915720
08-03-2018,161.199997,158.600006,5300375
09-03-2018,158.850006,160,5830204
12-03-2018,161.949997,162.5,3518650
13-03-2018,163.100006,164.600006,3538125
14-03-2018,164.350006,162.5,3535421
15-03-2018,162.199997,162.050003,3759345
16-03-2018,162.5,160.449997,3670100
19-03-2018,160.5,157.300003,3439129
20-03-2018,155.149994,153.600006,6232154
21-03-2018,154.399994,156.300003,3411303
22-03-2018,156.25,155.25,2663234
23-03-2018,151.800003,153.75,3473189
26-03-2018,153,156.050003,2291384
27-03-2018,157.699997,159.25,2457672
28-03-2018,158,157.100006,2732268
02-04-2018,158,160.449997,2478507
03-04-2018,161.649994,162.75,1961152
04-04-2018,162.75,161.600006,3967066
05-04-2018,162.949997,171.5,6602791
06-04-2018,172.350006,171.550003,4362667
09-04-2018,171.899994,169.75,2889580
10-04-2018,170.899994,171.949997,3239882
11-04-2018,172.100006,168.850006,4609657
12-04-2018,168.949997,167,2100622
13-04-2018,167.699997,166.149994,2194794
16-04-2018,165.050003,169.75,4134279
17-04-2018,172.699997,174.100006,7635553
18-04-2018,175,171.649994,2787553
19-04-2018,171.75,170,2779268
20-04-2018,170,164.550003,5293676
23-04-2018,163.899994,165.75,3186938
24-04-2018,165.100006,166.75,3735099
25-04-2018,165.850006,165.550003,3184632
26-04-2018,166.199997,165.050003,3157383
27-04-2018,166.899994,168.75,2836644
30-04-2018,170.100006,173.199997,3513096
02-05-2018,174.399994,174.25,4974489
03-05-2018,173.800003,171.75,3617601
04-05-2018,174.800003,176.350006,13220595
07-05-2018,178.449997,177,3498060
08-05-2018,177.5,180.75,8984280
09-05-2018,180.399994,182.649994,4829450
10-05-2018,182.949997,178.75,4226204
11-05-2018,179,178.199997,1748573
14-05-2018,178.199997,178.800003,3262594
15-05-2018,177.649994,174.600006,3598865
16-05-2018,173.149994,174,2841705
17-05-2018,174.100006,177.850006,3338020
18-05-2018,178.5,173.300003,5678755
21-05-2018,172.5,166.949997,2705917
22-05-2018,165,166,3565355
23-05-2018,166.149994,162.649994,2042420
24-05-2018,162.850006,162.899994,2828312
25-05-2018,163,168.699997,6142085
28-05-2018,170.050003,173.300003,2883068
29-05-2018,173.350006,171.850006,3421698
30-05-2018,168.600006,172.800003,2381521
31-05-2018,173.5,169.850006,2378095
01-06-2018,170.350006,164.100006,2687864
04-06-2018,164.399994,165,3363948
05-06-2018,164.899994,164.100006,3251870
06-06-2018,164.550003,166.899994,2616144
07-06-2018,168.050003,167.25,7168889
08-06-2018,167.050003,168.699997,2201126
11-06-2018,169,167.75,1753564
12-06-2018,167.850006,167.949997,2034578
13-06-2018,167.550003,165.600006,1845397
14-06-2018,165,167.75,2261670
15-06-2018,167.75,165.050003,2457150
18-06-2018,165,164.399994,1144958
19-06-2018,163.649994,162.800003,2984220
20-06-2018,162.800003,163.350006,3206354
21-06-2018,164.699997,160.949997,2544020
22-06-2018,160.550003,161.699997,2139097
25-06-2018,161.5,156.699997,2823577
26-06-2018,155.699997,155.949997,2564143
27-06-2018,156.149994,152.300003,3005445
28-06-2018,151.25,148.350006,10369438
29-06-2018,150,151.649994,3028744
02-07-2018,151.800003,146.850006,5659979
03-07-2018,147,147.800003,3526545
04-07-2018,146.649994,147.25,2156813
05-07-2018,147.25,146.449997,3486232
06-07-2018,145.350006,149.850006,3514399
09-07-2018,151,150.350006,3258320
10-07-2018,151.199997,155.350006,3511235
11-07-2018,154.399994,154,1926233
12-07-2018,155.300003,152.75,4533206
13-07-2018,153.350006,147.25,3931776
16-07-2018,147.25,141.699997,3942727
17-07-2018,141.949997,147.300003,2941056
18-07-2018,147.350006,151.550003,6735304
19-07-2018,152.300003,151.149994,4455004
20-07-2018,151.800003,155.600006,5870012
23-07-2018,157.699997,170.899994,22388754
24-07-2018,172.600006,178.899994,23546356
25-07-2018,178.699997,184.25,14637799
26-07-2018,185.850006,178.050003,8523911
27-07-2018,180.350006,176.949997,7494372
30-07-2018,176.149994,178.300003,5429685
31-07-2018,177.949997,176,4733133
01-08-2018,176,176.199997,4051995
02-08-2018,176.199997,175,4067404
03-08-2018,175.699997,180.800003,10951845
06-08-2018,182.5,180,3983714
07-08-2018,180.850006,176.5,4240702
08-08-2018,176.399994,174.600006,5664217
09-08-2018,175.25,180.5,7126221
10-08-2018,181.350006,177.350006,3615848
13-08-2018,175.649994,174.550003,2722490
14-08-2018,174.699997,179.149994,3950787
16-08-2018,178.149994,176.5,3359141
17-08-2018,177.5,181.75,5224829
20-08-2018,184.399994,186.399994,16717051
21-08-2018,188.5,186.350006,5382107
23-08-2018,186.5,184.600006,4279118
24-08-2018,184.600006,180.550003,6808372
27-08-2018,181.800003,180.699997,3956677
28-08-2018,181.100006,183.899994,5229718
29-08-2018,184.350006,185.699997,9185504
30-08-2018,185.949997,183.899994,4577652
31-08-2018,184,181.399994,4910065
03-09-2018,182.75,180.149994,3571757
04-09-2018,180.300003,169.25,9453832
05-09-2018,168,165.199997,7597630
06-09-2018,167,164.699997,6681310
07-09-2018,164.149994,168.149994,8086256
10-09-2018,167,161.149994,5806863
11-09-2018,162,157,7869023
12-09-2018,157.100006,155.850006,8578633
14-09-2018,158,161.100006,7230858
17-09-2018,158.949997,155.800003,7024724
18-09-2018,155.5,150.699997,9383115
19-09-2018,152,146,12039662
21-09-2018,147.199997,140,27279412
24-09-2018,144,130.149994,18675396
25-09-2018,129.850006,132.100006,35415879
26-09-2018,134,132.149994,14332293
27-09-2018,133,125.300003,18154969
28-09-2018,126,129.600006,21043545
01-10-2018,129.949997,131.050003,19085006
03-10-2018,130.399994,128.149994,15490764
04-10-2018,125.900002,125.949997,9757950
05-10-2018,125,120.050003,15182522
08-10-2018,118,118.650002,18900009
09-10-2018,120,123.800003,14921399
10-10-2018,125.5,134.149994,17979934
11-10-2018,127,127.949997,12730082
12-10-2018,130.399994,132.800003,9918268
15-10-2018,133.899994,130.649994,8094864
16-10-2018,131.100006,131.399994,8953051
17-10-2018,133,120.349998,16869085
19-10-2018,120,118.949997,30434905
22-10-2018,120.25,122.099998,12196737
23-10-2018,120.400002,122.5,8502664
24-10-2018,124.699997,126.699997,16838628
25-10-2018,114.050003,117.199997,35100587
26-10-2018,119,117.900002,12525128
29-10-2018,119,122.400002,9507238
30-10-2018,122.150002,124.150002,8370890
31-10-2018,125.650002,127.75,9405780
01-11-2018,129.25,135.850006,15301340
02-11-2018,137.899994,134.149994,11271521
05-11-2018,134.449997,136,10410336
06-11-2018,137.199997,135,4849837
07-11-2018,136,136.300003,992805
09-11-2018,136.5,135.899994,4751953
12-11-2018,135.899994,132.850006,4260841
13-11-2018,132.699997,135.399994,6804312
14-11-2018,135.800003,133.850006,5106107
15-11-2018,133.899994,135.550003,4353992
16-11-2018,136,132.550003,4437495
19-11-2018,133.399994,133.75,3555410
20-11-2018,132.100006,131.600006,4430735
21-11-2018,131.100006,136.5,6121753
22-11-2018,136.5,133.300003,4516834
26-11-2018,133.899994,131.5,4414428
27-11-2018,131.350006,131.449997,3729371
28-11-2018,131.75,139,22587487
29-11-2018,141.5,143.850006,25965249
30-11-2018,145,144.199997,5539236
03-12-2018,145.149994,144.199997,5181402
04-12-2018,144,146.350006,9993498
05-12-2018,146.100006,144.199997,5318150
06-12-2018,142.300003,139.649994,17311308
07-12-2018,139.649994,138.800003,11860519
10-12-2018,135,133.850006,4170222
11-12-2018,130.649994,137.5,4981227
12-12-2018,138,143.899994,4622094
13-12-2018,144.850006,145.149994,5807553
14-12-2018,145.050003,146.850006,4396492
17-12-2018,147.300003,147.449997,2363411
18-12-2018,146.25,146.75,3669223
19-12-2018,147.699997,155.600006,11084670
20-12-2018,154.25,157.350006,7015922
21-12-2018,157.899994,151.199997,7292113
24-12-2018,151.699997,152.850006,5273230
26-12-2018,152.300003,154.350006,6197173
27-12-2018,156.399994,154.25,6470996
28-12-2018,154.25,154.449997,3756769
31-12-2018,155.899994,152.600006,4509762
01-01-2019,153.399994,153.149994,3050999
02-01-2019,153.199997,150.5,4695402
03-01-2019,150.550003,145.399994,6474355
04-01-2019,145.399994,144.399994,8860605
07-01-2019,146.25,145.699997,4202422
08-01-2019,146.399994,148.300003,3082948
09-01-2019,149.100006,144.649994,5415783
10-01-2019,144.649994,144.300003,2483786
11-01-2019,144.5,141.5,4639398
14-01-2019,140.949997,136.25,10750077
15-01-2019,137,141.050003,5914185
16-01-2019,141.850006,141.850006,5431451
17-01-2019,142.5,141.300003,7492429
18-01-2019,142.199997,140.649994,5024148
21-01-2019,140.949997,140.149994,9029314
22-01-2019,138.699997,137,15751497
23-01-2019,137,136.600006,4333336
24-01-2019,137,137.5,3490759
25-01-2019,138.300003,134.649994,5569523
28-01-2019,133.699997,128.449997,10124940
29-01-2019,128,131,4131027
30-01-2019,132.050003,132.699997,6491534
31-01-2019,133.399994,131.449997,4763262
01-02-2019,132,130.300003,4709841
04-02-2019,130,127.550003,6905425
05-02-2019,127.650002,126.400002,5188504
06-02-2019,127,128.600006,3515758
07-02-2019,128.350006,135.5,7670540
08-02-2019,133.649994,128.850006,8908834
11-02-2019,129,125.650002,4430011
12-02-2019,125.849998,125.550003,3046347
14-02-2019,123,127.300003,9561550
15-02-2019,126,125.699997,6888568
18-02-2019,125.699997,121.900002,4927375
19-02-2019,122.150002,122.300003,4277919
20-02-2019,123.550003,124.199997,4160431
21-02-2019,124.199997,127.150002,8438350
22-02-2019,127.150002,126.5,5253489
25-02-2019,126.849998,126.5,3647263
26-02-2019,124.300003,123.849998,6087781
27-02-2019,125,124.099998,5654091
28-02-2019,124,124.199997,5221037
01-03-2019,125,128,5248120
05-03-2019,128,135.300003,10993552
06-03-2019,136.949997,141.050003,13162078
07-03-2019,141.800003,140.75,5311626
08-03-2019,140.100006,141.850006,11139172
11-03-2019,142.600006,144.699997,5923812
12-03-2019,146.5,147.25,8394453
13-03-2019,147.25,145.100006,5489583
14-03-2019,145.100006,143.399994,6063189
15-03-2019,144.199997,146.649994,7823850
18-03-2019,147.550003,148.800003,8351668
19-03-2019,149.449997,146.850006,3730432
20-03-2019,145.949997,145.800003,5950081
22-03-2019,146,146,5585280
25-03-2019,145.399994,144.199997,3490002
26-03-2019,144.300003,147.449997,5168368
27-03-2019,148.899994,151.5,12880892
28-03-2019,154.949997,153.600006,15756788
01-04-2019,153.100006,152.149994,4443482
02-04-2019,151.699997,150.699997,4034686
03-04-2019,151.699997,152.100006,8562401
04-04-2019,152.75,149.449997,5402911
05-04-2019,149.149994,151.949997,5711821
08-04-2019,152.300003,148.800003,3559352
09-04-2019,149.399994,147.949997,4419218
10-04-2019,148.449997,145.149994,6191118
11-04-2019,145.550003,146.75,5769705
12-04-2019,147,147,3381805
15-04-2019,147,150.850006,5017645
16-04-2019,151.850006,149.550003,3146988
18-04-2019,149.649994,146.550003,3732039
22-04-2019,145.050003,140.75,3092959
23-04-2019,140.399994,139.199997,6359515
24-04-2019,139.25,139.600006,5239070
25-04-2019,140.25,137.050003,7676575
26-04-2019,137.399994,137.899994,3652170
30-04-2019,135.699997,131.100006,15360590
02-05-2019,131,130.600006,6379432
03-05-2019,129.100006,127.150002,8116551
06-05-2019,126.349998,123.650002,5527588
07-05-2019,124.75,122.449997,4447904
08-05-2019,122.349998,118.75,6237188
09-05-2019,118.75,120.75,5409973
10-05-2019,120.5,120.75,6439341
13-05-2019,120.5,115,6134742
14-05-2019,115.199997,118.449997,5415955
15-05-2019,118.449997,116.300003,5171527
16-05-2019,117,116.150002,4116894
17-05-2019,116.150002,117.199997,4701807
20-05-2019,123,126.050003,12427687
21-05-2019,127,124.849998,7693628
22-05-2019,124.949997,123.050003,6383694
23-05-2019,125,123.5,9240820
24-05-2019,124.949997,128.100006,14269245
27-05-2019,129.449997,127.849998,6191466
28-05-2019,128.899994,130.75,7005995
29-05-2019,130.850006,132.800003,9541458
30-05-2019,133,131.899994,4282685
31-05-2019,132.600006,134.050003,9944429
03-06-2019,134.100006,136.199997,5707273
04-06-2019,135.5,136.399994,4097203
06-06-2019,135,126.599998,12016274
07-06-2019,127,124.949997,8380818
10-06-2019,126,124.099998,5937938
11-06-2019,124,124.900002,5835577
12-06-2019,125,121.800003,5193120
13-06-2019,121.099998,122,6950043
14-06-2019,122.800003,120.449997,3941391
17-06-2019,120.849998,117.300003,3979239
18-06-2019,118,117.050003,7200106
19-06-2019,118.400002,109.650002,14703525
20-06-2019,107.5,113.5,12966388
21-06-2019,113.5,114.199997,8040794
24-06-2019,114.199997,113.75,6192416
25-06-2019,114.449997,113.150002,4888397
26-06-2019,112.400002,115.449997,6805473
27-06-2019,116,116.099998,11341975
28-06-2019,116.199997,115.150002,5647713
01-07-2019,115.900002,117.349998,3532412
02-07-2019,117.349998,116.550003,3998786
03-07-2019,116.699997,119.550003,6601807
04-07-2019,119.75,120.050003,7939811
05-07-2019,122.650002,124.050003,23645855
08-07-2019,125.400002,121.199997,11239782
09-07-2019,120.300003,121.75,7273036
10-07-2019,121.75,119.300003,8478800
11-07-2019,119.550003,119.900002,4956078
12-07-2019,119.699997,120.449997,5577984
15-07-2019,122.199997,121.400002,11464464
16-07-2019,121.699997,120.75,7868003
17-07-2019,120.849998,122.400002,6208853
18-07-2019,121.800003,117.199997,8598183
19-07-2019,117.300003,110.5,10913792
22-07-2019,106.5,108.050003,16680842
23-07-2019,108.099998,107.550003,7159906
24-07-2019,107.349998,102.699997,11777944
25-07-2019,103.050003,102,8515821
26-07-2019,102.199997,103.75,6655041
29-07-2019,104.199997,101.150002,7507661
30-07-2019,101.650002,97.650002,8028738
31-07-2019,96.5,99.050003,11239092
01-08-2019,97.349998,96.199997,10392630
02-08-2019,95.800003,95.25,12614058
05-08-2019,94.199997,94.800003,8122561
06-08-2019,94.699997,98.800003,9825988
07-08-2019,99.099998,96.150002,12000684
08-08-2019,96.599998,99.5,6245863
09-08-2019,99.949997,103.949997,16040185
13-08-2019,104.349998,100.800003,6769449
14-08-2019,102.150002,103.849998,7601961
16-08-2019,103.5,105,6031204
19-08-2019,105.800003,104.800003,5039871
20-08-2019,104.800003,98.099998,13720282
21-08-2019,97.900002,96.650002,8146766
22-08-2019,96.900002,93.150002,6981978
23-08-2019,93.099998,89.900002,22839772
26-08-2019,93.900002,96,20407502
27-08-2019,97,98.25,11207178
28-08-2019,98.650002,94.5,12067798
29-08-2019,94.800003,93,9115500
30-08-2019,93.75,94.349998,9179482
03-09-2019,92.949997,91.900002,5952556
04-09-2019,91.900002,91.349998,9075119
05-09-2019,92.599998,91.699997,8793045
06-09-2019,92.199997,91.900002,8264026
09-09-2019,92,92.900002,8414527
11-09-2019,93.449997,96.650002,12895665
12-09-2019,97.5,96.150002,10862632
13-09-2019,96.150002,93.349998,19805662
16-09-2019,92.800003,94.949997,10773350
17-09-2019,94.849998,91.849998,9032228
18-09-2019,92.550003,92.150002,6265073
19-09-2019,92.449997,90.75,8790647
20-09-2019,91.699997,99.099998,24192735
23-09-2019,102.800003,99.25,24006424
24-09-2019,100.349998,97.050003,12015309
25-09-2019,96.699997,94.099998,7593885
26-09-2019,94.349998,95.949997,13594556
27-09-2019,96,93.150002,8933850
30-09-2019,93.150002,84.75,20610273
01-10-2019,85.349998,83.150002,16917150
03-10-2019,82.900002,82,14518175
04-10-2019,82.800003,80.599998,12299294
07-10-2019,81.599998,80.25,11007063
09-10-2019,80,83.449997,13093432
10-10-2019,82.949997,81.5,8870492
11-10-2019,81.900002,80.550003,10665887
14-10-2019,81,81.650002,7880137
15-10-2019,81.699997,82.800003,5682617
16-10-2019,83,83.099998,9814518
17-10-2019,83.050003,85.599998,12680745
18-10-2019,86,85.400002,17004755
22-10-2019,84.099998,86.599998,23587540
23-10-2019,86.5,87.650002,9826408
24-10-2019,88,88.349998,10780357
25-10-2019,88.599998,89.150002,8142320
29-10-2019,89.400002,94.900002,13294377
30-10-2019,95.5,93.75,8026278
31-10-2019,94.099998,95.599998,15880714
